,403_IC,403_IL,405_IC,405_IL,407_IC,407_IL,408_IC,408_IL,411_IC,411_IL,412_IC,412_IL,414_IC,414_IL,420_IC,420_IL,425_IC,425_IL,427_IC,427_IL,428_IC,428_IL,431_IC,431_IL,432_IC,432_IL,433_IC,433_IL,437_IC,437_IL,438_IC,438_IL,439_IC,439_IL,444_IC,444_IL,449_IC,449_IL,450_IC,450_IL,451_IC,451_IL,452_IC,452_IL,456_IC,456_IL,459_IC,459_IL,461_IC,461_IL,463_IC,463_IL,464_IC,464_IL,465_IC,465_IL,466_IC,466_IL,471_IC,471_IL,472_IC,472_IL,475_IC,475_IL,476_IC,476_IL,478_IC,478_IL,481_IC,481_IL,482_IC,482_IL,484_IC,484_IL,485_IC,485_IL,489_IC,489_IL,495_IC,495_IL,500_IC,500_IL,505_IC,505_IL,509_IC,509_IL,510_IC,510_IL,515_IC,515_IL,517_IC,517_IL,518_IC,518_IL,519_IC,519_IL,521_IC,521_IL,522_IC,522_IL,524_IC,524_IL,528_IC,528_IL,532_IC,532_IL,534_IC,534_IL,535_IC,535_IL,536_IC,536_IL,538_IC,538_IL,541_IC,541_IL,542_IC,542_IL,547_IC,547_IL,548_IC,548_IL,549_IC,549_IL,553_IC,553_IL,555_IC,555_IL,562_IC,562_IL,564_IC,564_IL,568_IC,568_IL,571_IC,571_IL,572_IC,572_IL,573_IC,573_IL,577_IC,577_IL,578_IC,578_IL,579_IC,579_IL,580_IC,580_IL,584_IC,584_IL,590_IC,590_IL,592_IC,592_IL
461_IC,0.331706015,0.431527988,0.452293212,0.290534964,0.451558039,0.315061971,0.370049964,0.352797646,0.356584642,0.386013552,0.409801996,0.355861932,0.365500514,0.534810202,0.398611414,0.546889025,0.427639245,0.329715449,0.517256027,0.534672237,0.438955342,0.337329556,0.343562363,0.4147228,0.309700707,0.490544338,0.379726492,0.480563479,0.351283969,0.413064569,0.369645661,0.397590499,0.318847948,0.396796218,0.371841827,0.364193325,0.318989928,0.324426589,0.387812924,0.509369689,0.495378358,0.509602874,0.557997245,0.331220699,0.41314498,0.35843241,0.274951099,0.28333151,0,0.422365237,0.321868703,0.379593743,0.403729892,0.328732304,0.431938205,0.366970454,0.344391321,0.543083215,0.433081011,0.408789144,0.404996757,0.299941181,0.369467884,0.328770539,0.345846099,0.52082282,0.348321001,0.463951985,0.364598841,0.362509167,0.400583761,0.354175533,0.364509622,0.33773729,0.308008201,0.30801692,0.332046771,0.43599267,0.283588514,0.350028323,0.407418069,0.568447751,0.439461941,0.413380436,0.424392148,0.331104177,0.339539722,0.397358827,0.35212767,0.454575433,0.422428265,0.38365186,0.304571943,0.565123145,0.376630048,0.475726119,0.485549936,0.450043948,0.529088533,0.348790374,0.473527367,0.332681708,0.404405464,0.473659766,0.388720979,0.421902428,0.409608455,0.525071864,0.364774586,0.362393368,0.40523533,0.354091629,0.360194435,0.294471176,0.479828002,0.198466321,0.361108241,0.480323446,0.376240497,0.407381003,0.416539165,0.365673306,0.469405941,0.495142397,0.34552897,0.288157181,0.372712441,0.323567417,0.387654576,0.394927357,0.304865536,0.466517981,0.386519838,0.366713247,0.28289222,0.335251347,0.539395918,0.502547518,0.371572674,0.348815436,0.351298326,0.245957626,0.331971522,0.397902046,0.442351784,0.475745829,0.421339195,0.331959879,0.458320936,0.401884511,0.338937355,0.335671551,0.561325989,0.363607898
461_IL,0.39763496,0.417192652,0.487736285,0.396432052,0.421799476,0.342040208,0.437324495,0.381417363,0.421853821,0.455434641,0.467932419,0.424722237,0.456456805,0.460381122,0.42737974,0.492260693,0.382754048,0.326114088,0.41904252,0.452572134,0.49745563,0.402464113,0.410292047,0.381263888,0.352537117,0.464183459,0.433682881,0.419137558,0.421130706,0.379080526,0.39210997,0.456111753,0.389152364,0.390734839,0.511420619,0.357622647,0.356536909,0.347333917,0.488361377,0.456954346,0.464631199,0.475835939,0.478940369,0.422290228,0.50743346,0.385553503,0.343989841,0.406261793,0.422365237,0,0.402945738,0.423833363,0.389471194,0.318136472,0.435691067,0.44140117,0.410984054,0.455143914,0.438686538,0.492331379,0.439885629,0.360647639,0.413305179,0.478320737,0.407637468,0.44086595,0.462661521,0.395852373,0.436734248,0.43109505,0.489665181,0.350311374,0.41276806,0.395067514,0.379973826,0.401937695,0.461940319,0.452761476,0.423601391,0.332932944,0.484045918,0.392457039,0.473053172,0.41355683,0.494475578,0.398566812,0.446864349,0.41257984,0.34229293,0.473204796,0.458928156,0.458567152,0.41389091,0.518993379,0.378108084,0.421305945,0.526914821,0.462392664,0.484214539,0.40606259,0.504743455,0.416108655,0.45733465,0.444422153,0.397445574,0.445576422,0.416757868,0.460590567,0.410007564,0.341860909,0.437770495,0.380912742,0.373533102,0.386669187,0.518416763,0.329705271,0.441252962,0.403619192,0.409156798,0.475955399,0.504489992,0.434456584,0.446991453,0.405328693,0.371974405,0.366526341,0.440582925,0.415369142,0.398298412,0.380929287,0.359040243,0.43106475,0.407419215,0.409169742,0.397354043,0.339344701,0.451545964,0.461506946,0.424797153,0.389258456,0.399242975,0.371306585,0.387611149,0.395293033,0.43147964,0.439368378,0.369208674,0.373490876,0.482567736,0.428975942,0.330103525,0.415010774,0.455026065,0.369918113
463_IC,0.36819916,0.451078964,0.453313931,0.332127345,0.367588506,0.340369871,0.365450883,0.340375523,0.369908709,0.383011932,0.295491846,0.38240698,0.300584876,0.543123581,0.371107526,0.589015811,0.360968609,0.365177883,0.545425652,0.565043661,0.357474404,0.396486792,0.388859584,0.410674604,0.344305512,0.50269869,0.370382334,0.463642768,0.368162418,0.489345254,0.386512528,0.451460279,0.357052531,0.377301803,0.418607185,0.393716664,0.253812267,0.368047344,0.406644831,0.522600165,0.519916001,0.534924293,0.515470726,0.385903409,0.407633422,0.3850177,0.364264591,0.203286306,0.321868703,0.402945738,0,0.359289593,0.38830435,0.287059877,0.41725001,0.379976587,0.370529094,0.559968815,0.376203492,0.433301682,0.308375264,0.36471027,0.426251223,0.232930663,0.321199626,0.548869483,0.27412275,0.499910697,0.410068247,0.393630226,0.432182348,0.395597779,0.353619631,0.355978781,0.410559978,0.385402075,0.359574853,0.439209512,0.327638094,0.325248109,0.360306624,0.547744061,0.330846224,0.432203421,0.293826471,0.361841294,0.385428288,0.421825227,0.324269118,0.480234916,0.413714628,0.393579037,0.292977291,0.521188113,0.394027007,0.498949127,0.397268327,0.472869829,0.549749461,0.355064627,0.386344337,0.367257898,0.335689564,0.490921346,0.42519628,0.487472932,0.331132149,0.533081648,0.316882507,0.381923311,0.263443319,0.406758385,0.312765251,0.321668258,0.371991832,0.275284525,0.387324048,0.467531147,0.205192939,0.416381404,0.377470238,0.394259725,0.475997088,0.54968165,0.308079001,0.326894768,0.376984068,0.39255249,0.401561316,0.429543965,0.24110622,0.485910259,0.354500831,0.39438656,0.328618574,0.284170068,0.529658939,0.520175092,0.247718985,0.334567445,0.330349753,0.319679002,0.337883346,0.423381511,0.321237389,0.492853892,0.351016499,0.305418225,0.431078189,0.391794493,0.390787423,0.361204889,0.575744867,0.367212945
463_IL,0.34103811,0.35842347,0.419552709,0.237988555,0.39869972,0.277855544,0.32323404,0.358491184,0.272087279,0.292330566,0.386741635,0.365050624,0.290187265,0.489365954,0.346570185,0.511020513,0.347481597,0.268721637,0.459702579,0.492997958,0.400544925,0.30663129,0.330584801,0.378808121,0.297351111,0.451521786,0.296338164,0.350796404,0.356016735,0.393315912,0.329174359,0.37643769,0.3329744,0.328176941,0.360265593,0.335767193,0.282121527,0.24178637,0.298527354,0.465288893,0.466760617,0.481740959,0.505932369,0.341163785,0.36872322,0.304092099,0.336872466,0.391618723,0.379593743,0.423833363,0.359289593,0,0.368794735,0.328924602,0.36101848,0.307147797,0.290687213,0.510918591,0.362221502,0.362814921,0.35439189,0.265608669,0.454580052,0.40944635,0.352601143,0.476041907,0.345728078,0.424594477,0.354262267,0.366967826,0.369250538,0.371752202,0.349219748,0.352499305,0.352226075,0.357653181,0.351974702,0.386002725,0.340179637,0.33098126,0.468379112,0.51678809,0.393112257,0.410137149,0.377829554,0.263250967,0.366182826,0.375100218,0.371698762,0.475982509,0.333202203,0.330465711,0.246758621,0.510487919,0.319715566,0.423606777,0.444181224,0.406123492,0.488012237,0.327156658,0.358900254,0.337149257,0.369910862,0.411483491,0.417243089,0.410773928,0.34670156,0.455877035,0.29923615,0.295171339,0.323608205,0.234950696,0.33737075,0.301011675,0.499259415,0.340440464,0.354313962,0.40845969,0.3146275,0.328030281,0.378449917,0.320258565,0.45003641,0.468121068,0.284327596,0.224961055,0.363950803,0.302902708,0.32888222,0.33066627,0.27261359,0.415340797,0.315215158,0.328360037,0.261011215,0.276293183,0.476715275,0.460579941,0.295817414,0.289851675,0.275318373,0.273587034,0.316264485,0.306799095,0.363394223,0.41707114,0.369058471,0.283484254,0.397424824,0.361983641,0.278641298,0.318014462,0.511648114,0.343399421
464_IC,0.264984407,0.352171163,0.353617194,0.275419443,0.377070035,0.302139346,0.321615978,0.306825398,0.353986565,0.38541532,0.355180323,0.357650566,0.294939097,0.430673341,0.283808152,0.459425863,0.383730877,0.28528732,0.395652024,0.435626983,0.341502838,0.299782582,0.280071598,0.329464445,0.281358087,0.418874186,0.353692127,0.442040493,0.298152834,0.358282184,0.296820056,0.366103476,0.277156876,0.278694577,0.356093852,0.352048031,0.281728876,0.31792008,0.374424075,0.371639465,0.396009403,0.418553691,0.423872031,0.365786433,0.33188533,0.292057954,0.379617998,0.401704085,0.403729892,0.389471194,0.38830435,0.368794735,0,0.228837578,0.25675704,0.302201998,0.260293247,0.437263549,0.272616328,0.428697479,0.392547255,0.309705347,0.473332747,0.453097736,0.29267491,0.383177039,0.291626596,0.400687301,0.370014305,0.370885651,0.375175923,0.340444254,0.299752304,0.320379739,0.386694522,0.440983181,0.291422214,0.252398804,0.305115161,0.376832308,0.421861879,0.476537835,0.350383214,0.427297966,0.326727527,0.297903654,0.34271451,0.418744545,0.385859775,0.501211246,0.295689977,0.347990609,0.315369149,0.486514677,0.349642347,0.377209831,0.377631231,0.383752519,0.419642405,0.325943,0.445794466,0.429541405,0.352571568,0.388167337,0.396152501,0.410763882,0.405315395,0.397683978,0.295388474,0.271422542,0.349759364,0.344332262,0.235471745,0.307707728,0.537688085,0.34951736,0.348255529,0.355429777,0.338767593,0.404607086,0.315350947,0.345275092,0.418741012,0.475356632,0.247230972,0.316530997,0.284395961,0.302496394,0.254966832,0.327874683,0.278592953,0.388243818,0.374232414,0.328574034,0.27903066,0.309011499,0.455427299,0.396263909,0.280459521,0.290622509,0.331299775,0.344917393,0.32559636,0.347976615,0.31998374,0.375828775,0.3502839,0.307489142,0.340479449,0.348078921,0.326291563,0.310082871,0.437753505,0.300767523
464_IL,0.273988551,0.381811151,0.349085935,0.240993884,0.35614425,0.269046566,0.287220566,0.276238086,0.306765588,0.338521373,0.290471782,0.292982315,0.298663211,0.468835957,0.287733853,0.52678338,0.315605673,0.225694308,0.484329007,0.500108845,0.346383148,0.240900513,0.332633727,0.333630172,0.178010751,0.431975902,0.306072327,0.442151214,0.309659831,0.407800336,0.280805973,0.37625228,0.303626696,0.283968806,0.341095899,0.280372323,0.174404782,0.298435865,0.373317569,0.452576713,0.45371065,0.48102599,0.492999399,0.337885757,0.393340508,0.296541828,0.289117549,0.294265569,0.328732304,0.318136472,0.287059877,0.328924602,0.228837578,0,0.339179525,0.32384176,0.303950755,0.492610369,0.270462271,0.382791727,0.326524306,0.264238881,0.337118685,0.34502373,0.264523603,0.472280209,0.287675633,0.422047709,0.334557758,0.354704454,0.396852637,0.336858621,0.2998232,0.299990744,0.304615625,0.367179036,0.280728614,0.350067732,0.270666127,0.305830695,0.438552722,0.514649111,0.346434127,0.382711711,0.313477896,0.22651424,0.289015462,0.370100861,0.284573287,0.444905027,0.251579695,0.282446862,0.294630877,0.526601584,0.286687438,0.432668578,0.391652465,0.412834971,0.473840567,0.257276913,0.374918666,0.345463845,0.268779295,0.452915371,0.344325365,0.395546132,0.299438939,0.459962452,0.279986752,0.225703785,0.270854236,0.259911,0.178853639,0.191965888,0.464546822,0.233597035,0.29834795,0.391788676,0.20596011,0.379138143,0.313060431,0.338689216,0.440580773,0.487746884,0.164944677,0.279717135,0.303065013,0.313085764,0.264253814,0.336651856,0.16213566,0.419708067,0.27981154,0.311991283,0.231922177,0.180311539,0.492622201,0.449250163,0.224358374,0.273171612,0.228782273,0.233662299,0.254742947,0.305042302,0.328623948,0.423474276,0.357907704,0.222776425,0.330373606,0.279029912,0.261545632,0.261756061,0.507483779,0.273472924
465_IC,0.291476357,0.267699598,0.348987571,0.292860015,0.447423902,0.336798526,0.31130946,0.305315662,0.245684469,0.346381999,0.398526287,0.372444289,0.37497885,0.436671356,0.265312229,0.433893717,0.318463629,0.282480429,0.364448619,0.397270215,0.392420738,0.342952013,0.251534044,0.324088187,0.320713538,0.369926159,0.284965867,0.414798953,0.325195475,0.304651472,0.282993971,0.29911977,0.326080266,0.300433032,0.367271158,0.31636377,0.360646719,0.339586934,0.371687149,0.340681569,0.339491572,0.381754097,0.423102865,0.313444418,0.259136623,0.29131728,0.42188688,0.45871814,0.431938205,0.435691067,0.41725001,0.36101848,0.25675704,0.339179525,0,0.295128202,0.287442,0.419588579,0.30369564,0.455589279,0.412024492,0.324303331,0.457581469,0.512044807,0.341896328,0.363057383,0.312548474,0.385453324,0.356683319,0.350528231,0.380987515,0.417361112,0.242948166,0.305271241,0.420472605,0.47035058,0.30108433,0.328801721,0.331991251,0.37124648,0.481087279,0.492775904,0.40942201,0.451009321,0.355912963,0.281406447,0.381415289,0.436354434,0.435342846,0.515089166,0.300608183,0.309656475,0.318603416,0.451679286,0.344185555,0.334429401,0.381757917,0.363538682,0.394249811,0.314946451,0.440935796,0.427270668,0.369659312,0.343155495,0.370693283,0.304207251,0.454614787,0.397434178,0.299171214,0.294835069,0.379640972,0.364225555,0.267440917,0.362452029,0.548118152,0.392260951,0.365652694,0.3717336,0.408193502,0.448448898,0.397710032,0.326584874,0.362664025,0.452084286,0.320966747,0.346811852,0.282512998,0.339698748,0.210674674,0.30592671,0.343460672,0.338799957,0.383301513,0.307064571,0.359590816,0.359038977,0.391824119,0.368250863,0.351298341,0.274556088,0.310409605,0.353788241,0.359042281,0.304053837,0.36279977,0.372353089,0.40401977,0.352763287,0.367649788,0.40016758,0.328578011,0.317770022,0.422739635,0.286660708
465_IL,0.269553251,0.327509636,0.338497755,0.213787478,0.325638569,0.293783084,0.330932274,0.355366527,0.289615752,0.259385816,0.29239196,0.234703151,0.292115462,0.440183722,0.299532712,0.472370848,0.396440801,0.281902249,0.436116876,0.456468012,0.291407117,0.301365233,0.339930704,0.330233469,0.285272476,0.39263794,0.393192056,0.411137656,0.179139523,0.333880985,0.290290157,0.252708616,0.284906433,0.316966476,0.213062187,0.301961917,0.339233106,0.277154378,0.288405158,0.414540598,0.396560718,0.43762171,0.462885742,0.320163286,0.34908704,0.24121984,0.404090479,0.439534821,0.366970454,0.44140117,0.379976587,0.307147797,0.302201998,0.32384176,0.295128202,0,0.237358809,0.458823659,0.293081683,0.307656099,0.304119467,0.284647743,0.512231332,0.502120128,0.281406989,0.438691956,0.327751035,0.394120594,0.263493809,0.337721747,0.323555144,0.403953215,0.303402676,0.320290001,0.384274193,0.473847337,0.273494215,0.204526718,0.297667319,0.323303876,0.538574481,0.532199879,0.32105207,0.423152813,0.367348792,0.257825695,0.244964424,0.337105047,0.439237644,0.447834942,0.274451563,0.260273596,0.299990134,0.430758773,0.350193857,0.401837928,0.313533543,0.358638288,0.431925703,0.281349544,0.40101105,0.311433682,0.28643422,0.403462207,0.410101562,0.395166026,0.322785844,0.413732743,0.314143321,0.303909941,0.378448462,0.346724425,0.306579599,0.31566731,0.599276589,0.376810673,0.225578661,0.384221972,0.366130858,0.300305544,0.280974037,0.289430509,0.340657379,0.46864812,0.287008786,0.262463217,0.300748498,0.291093191,0.302484677,0.309503802,0.306877052,0.382329013,0.311105335,0.299341194,0.289591681,0.303939744,0.456893803,0.425885084,0.297876852,0.252908291,0.338756847,0.309606118,0.23911233,0.37577662,0.348662944,0.399659421,0.388431287,0.294319913,0.284842884,0.322848697,0.305674595,0.327293024,0.465047602,0.311176737
466_IC,0.193557981,0.272501472,0.373484715,0.202050506,0.349725615,0.252595502,0.277007987,0.318056678,0.255925092,0.366483402,0.379811068,0.306144057,0.237896974,0.393430773,0.241946489,0.441936833,0.342069127,0.254791934,0.386765865,0.411639449,0.292651933,0.211737718,0.280758959,0.304629169,0.243743157,0.332576731,0.323262685,0.377783528,0.248124064,0.280970737,0.300905879,0.313049474,0.196244912,0.271318517,0.244943704,0.279628868,0.271554194,0.237925185,0.326182364,0.359402917,0.31618931,0.351818146,0.410977222,0.241729186,0.307591982,0.199910697,0.373333967,0.383772128,0.344391321,0.410984054,0.370529094,0.290687213,0.260293247,0.303950755,0.287442,0.237358809,0,0.37766586,0.317169936,0.39883483,0.30638872,0.220353373,0.492398168,0.457352464,0.22953784,0.347137364,0.312403824,0.322361379,0.279746338,0.24911522,0.319315205,0.313843686,0.282338651,0.275607697,0.333491452,0.440396427,0.260412397,0.274841934,0.292907513,0.343724702,0.493704797,0.440887835,0.330314566,0.371461136,0.310682029,0.214824698,0.280684437,0.356796523,0.396341701,0.503522072,0.323915688,0.2968592,0.236356748,0.384597245,0.295037272,0.334941421,0.359341783,0.287320041,0.365499685,0.263651211,0.43093484,0.364087565,0.335497666,0.345898013,0.316129909,0.353371916,0.327157279,0.373782017,0.223014873,0.255258423,0.327118103,0.289083349,0.252712782,0.246735061,0.554651858,0.327637779,0.264352451,0.329697788,0.32973281,0.326346915,0.28841343,0.267043816,0.350259739,0.421839405,0.25173606,0.188072186,0.261037252,0.266976105,0.20782822,0.245980652,0.255331972,0.312495446,0.322535517,0.272439124,0.19500117,0.302024021,0.381798108,0.339499627,0.270309092,0.249867213,0.268370036,0.285928577,0.285494334,0.36076363,0.300245536,0.308161699,0.30712872,0.270234532,0.286660488,0.335511748,0.271280852,0.28253978,0.415970669,0.268292743
466_IL,0.392395874,0.369657828,0.486950195,0.451147861,0.517980596,0.50490434,0.423734331,0.427520984,0.396315575,0.561180494,0.582364013,0.511113139,0.469322351,0.164335686,0.405680807,0.249279615,0.532993666,0.466646526,0.204262744,0.159299277,0.54231296,0.411002561,0.421114273,0.312377807,0.459967025,0.200939204,0.519927819,0.500665127,0.508802965,0.370203781,0.52936623,0.445011829,0.393865634,0.417187111,0.43988508,0.339980732,0.530508208,0.446920715,0.515696117,0.170222689,0.19318827,0.166336432,0.219107216,0.357603573,0.456465875,0.412138138,0.597046167,0.602783942,0.543083215,0.455143914,0.559968815,0.510918591,0.437263549,0.492610369,0.419588579,0.458823659,0.37766586,0,0.540237806,0.543772314,0.544162085,0.483768617,0.662299305,0.642445905,0.438404124,0.173372734,0.55050605,0.2396321,0.431570542,0.417875184,0.440321447,0.400200062,0.461578949,0.456098209,0.561334858,0.62502898,0.506783071,0.482063288,0.4995363,0.549679744,0.644601246,0.338711186,0.476156622,0.470947381,0.505987396,0.438885268,0.541958864,0.503197271,0.605035174,0.681678561,0.482451927,0.510057157,0.484356925,0.276315057,0.478531651,0.191233325,0.436329796,0.266756068,0.165801235,0.429948435,0.584057963,0.587684241,0.558440714,0.249949966,0.39859542,0.406333248,0.524408389,0.234222075,0.487963733,0.412981893,0.568551947,0.47269807,0.481728442,0.494484585,0.683979991,0.564425026,0.464558962,0.311527957,0.56144585,0.554126574,0.519961689,0.432261661,0.481779269,0.28024138,0.48862965,0.427916064,0.402305062,0.435741396,0.418748969,0.342150044,0.502276503,0.203303971,0.552229682,0.369844774,0.474895157,0.515426048,0.163082366,0.152185401,0.520080336,0.458137471,0.50036227,0.532635637,0.52500545,0.523128091,0.457817748,0.290545208,0.429199077,0.482019744,0.450527204,0.529480833,0.451448281,0.514940383,0.171344118,0.412369107
471_IC,0.373417871,0.415510147,0.334770762,0.327345711,0.339772022,0.327258289,0.319161616,0.368137403,0.362350234,0.275452405,0.324006661,0.288403901,0.385213509,0.555462463,0.362659809,0.569904784,0.373856906,0.343149467,0.485789993,0.520644627,0.30674547,0.389695664,0.34081928,0.433792998,0.311150497,0.514272299,0.337970912,0.495266776,0.264964034,0.468779506,0.36336431,0.317210676,0.385227263,0.306201949,0.337625369,0.415219282,0.265649878,0.355585767,0.321970595,0.496260758,0.482022574,0.510075265,0.551843384,0.401890061,0.358971813,0.402744127,0.40420295,0.404311237,0.433081011,0.438686538,0.376203492,0.362221502,0.272616328,0.270462271,0.30369564,0.293081683,0.317169936,0.540237806,0,0.359082038,0.303583625,0.32198976,0.417013075,0.443535646,0.312385921,0.481590244,0.378002459,0.503131051,0.34481452,0.416939932,0.272106551,0.445951706,0.306488864,0.389141567,0.396991807,0.469073463,0.344004686,0.326426033,0.366564354,0.392201805,0.450159382,0.592538828,0.381193428,0.477053692,0.32478598,0.344616906,0.248754445,0.400931118,0.367685955,0.417308351,0.268842149,0.23597632,0.341285819,0.507907858,0.375798516,0.486845848,0.3424318,0.480826152,0.528129056,0.362571207,0.289658155,0.320763999,0.276233494,0.485963581,0.456706562,0.452878834,0.279648892,0.52582485,0.333505641,0.361484959,0.264118562,0.352740993,0.291344752,0.300858421,0.501426844,0.326867448,0.316379837,0.459277517,0.341260456,0.333075468,0.31328664,0.388129367,0.420243451,0.568055305,0.264097034,0.343044815,0.34699195,0.394617258,0.315050012,0.425394239,0.275327353,0.468893876,0.207810496,0.414735673,0.306555192,0.310644057,0.534578749,0.494085568,0.339198779,0.333109018,0.293070141,0.328604652,0.243831922,0.373711793,0.371847973,0.459887459,0.42915185,0.334492406,0.311950694,0.21851216,0.371635362,0.368274695,0.555374142,0.348868647
